36.937389196425286, 2.3928404167938914e-7
36.897590361445765, 2.029035410830136e-7
34.86061362567381, 1.6171735777777746e-7
40.604037772712445, 2.7637432420042943e-7
41.3691445317951, 3.0261440257669e-7
45.38359357636466, 3.163792933271649e-7
48.86873456150562, 3.5821289868390965e-7
51.5643655703896, 3.7405583209695856e-7
56.67792444900877, 4.441318622413678e-7
54.32676652556165, 3.969556621189179e-7
59.84161872716088, 4.808532275353103e-7
62.98165635515031, 4.955564404329814e-7
65.76395672781213, 5.239949130170644e-7
75.15422048554578, 5.788894956765782e-7
80.75862006584893, 6.187557786384727e-7
92.6714176525924, 6.253585994701075e-7
95.06942594291985, 6.398687622484293e-7
100.10236139754198, 6.357708186872621e-7
112.80801886223571, 6.010792273746829e-7
120.6734344786554, 6.088011372030482e-7
124.55995151778282, 6.026997380895252e-7
126.99784121470861, 5.634271786126851e-7
136.01704113752305, 5.519969812014434e-7
141.02189538936526, 5.217613917682992e-7
148.33866999529647, 5.076625254982177e-7
154.52928832446904, 4.831704048185859e-7
158.68292991786961, 4.542057015034927e-7
165.93671985238248, 4.3265803949281874e-7
170.67883453425623, 3.9983835749550997e-7
174.98914577227828, 4.031772085894673e-7
176.76788234017144, 3.761641655043932e-7
185.40287275227033, 3.579400275775896e-7
187.41346768455196, 3.410611441828569e-7
192.84561670103832, 3.197654232108691e-7
199.98019103440782, 3.038912445722158e-7
209.3703643402439, 2.8266133912865817e-7
210.4933246499511, 2.633650571181585e-7
220.837403668729, 2.530778328425261e-7
225.4183400267737, 2.2676250948119322e-7
241.3966677520894, 1.9683048400779303e-7
247.88870195496696, 1.8384638782209298e-7
252.60546691269576, 1.654136029456092e-7
262.9594956402185, 1.5529795250662237e-7
270.61082166503854, 1.412343137755497e-7
276.45020995481656, 1.2128188080523645e-7
282.56321080116254, 1.1977701090529668e-7
289.91476416175203, 1.0293975989049539e-7
297.46011071312296, 1.0131204895193318e-7
304.8596789560646, 7.810214439955813e-8
308.2579567519325, 8.212621774033808e-8
313.3191711504966, 8.061415348378732e-8
318.0788792234575, 7.694448052728007e-8
320.51358587503216, 6.038729213911007e-8
330.11234125691965, 6.347761737243893e-8
40.87837837837833, 2.8992163497929576e-7
35.81081081081079, 1.782080680350862e-7
43.91891891891889, 3.2749343247695804e-7
56.08108108108107, 4.1649561423037547e-7
58.108108108108084, 4.5999487955830636e-7
87.16216216216216, 6.182454695222406e-7
85.13513513513513, 6.301004051827776e-7
89.1891891891892, 6.380215058551139e-7
103.37837837837836, 6.380682577140568e-7
108.78378378378378, 6.242475176989182e-7
112.16216216216213, 6.16350906095552e-7
126.35135135135133, 5.946513647090254e-7
129.05405405405406, 5.808217195778977e-7
132.43243243243245, 5.590865577274144e-7
140.54054054054052, 5.413208513290887e-7
145.94594594594594, 5.215693040651856e-7
150.67567567567568, 4.978616590231088e-7
156.08108108108107, 4.7613317600961763e-7
162.83783783783784, 4.4254753105659217e-7
168.9189189189189, 4.168674028229219e-7
181.75675675675677, 3.6353243688499053e-7
191.21621621621622, 3.358865042967185e-7
196.6216216216216, 3.181118927824036e-7
202.7027027027027, 2.963856360479096e-7
206.0810810810811, 2.904659601941316e-7
215.54054054054052, 2.608430918562716e-7
222.2972972972973, 2.4109599715036295e-7
231.75675675675677, 2.1938087181085546e-7
234.45945945945948, 2.1345896967808013e-7
239.18918918918916, 2.0358987488312031e-7
245.94594594594594, 1.9372745892515249e-7
260.13513513513516, 1.601663030410972e-7
266.8918918918919, 1.483269513335411e-7
275, 1.3649205218397974e-7
280.4054054054054, 1.325559909167818e-7
279.72972972972974, 1.1476134289149127e-7
287.16216216216213, 1.1676276771004953e-7
293.2432432432433, 9.503651097555551e-8
301.3513513513514, 1.0099403357228735e-7
313.8513513513514, 6.149650474197448e-8
316.2162162162162, 5.359655372011225e-8
326.35135135135135, 7.5376241150541e-8
326.35135135135135, 4.7699140656307e-8
323.64864864864865, 5.5597978538670516e-8
323.64864864864865, 6.54826572866112e-8

